No,Business name,category,instaram,whatsapp,Valid point,website external
94,"Depan Cermin Barbershop","barbershop","https://instagram.com/depancerminbarbershop","081110135505","3","non existed"
95,"HSA Barbershop","barbershop","https://instagram.com/hsabarbershop","087780851528","3","non existed"
96,"El Patron Barbershop","barbershop","https://instagram.com/elpatronbarbershop","081338382909","3","non existed"
97,"New-Big BOS BARBERSHOP","barbershop","https://instagram.com/newbigbosbarbershop","085219161302","3","non existed"
98,"Dzibran Barbershop 1 Rawa Lele","barbershop","https://instagram.com/dzibranbarbershop1rawalele","085776152318","3","non existed"
99,"AVA Barbershop","barbershop","https://instagram.com/avabarbershop","083897093838","3","non existed"
100,"Suki Barbershop","barbershop","https://instagram.com/sukibarbershop","089685106662","3","non existed"
101,"de' NATHAN BARBERSHOP","barbershop","https://instagram.com/denathanbarbershop","081299353535","3","non existed"
102,"Suki Barbershop","barbershop","https://instagram.com/sukibarbershop","089685106662","3","non existed"
103,"BALI Barbershop","barbershop","https://instagram.com/balibarbershop","081776493939","3","non existed"
104,"K-one Barbershop","barbershop","https://instagram.com/konebarbershop","089630149358","3","non existed"
105,"MaxDon Barbershop","barbershop","https://instagram.com/maxdonbarbershop","082239898027","3","non existed"
106,"Cutlah Barbershop","barbershop","https://instagram.com/cutlahbarbershop","087877897778","3","non existed"
107,"Twomore Barbershop","barbershop","https://instagram.com/twomorebarbershop","087837120249","3","non existed"
108,"Panglima Barbershop","barbershop","https://instagram.com/panglimabarbershop","0895327943181","3","non existed"
109,"FI Barbershop City Resort","barbershop","https://instagram.com/fibarbershopcityresort","085709079190","3","non existed"
110,"Sheriff Barbershop","barbershop","https://instagram.com/sheriffbarbershop","08562979021","3","non existed"
111,"FI Barbershop Semanan 2","barbershop","https://instagram.com/fibarbershopsemanan2","085709079190","3","non existed"
112,"Abad versi Barbershop1","barbershop","https://instagram.com/abadversibarbershop1","085692313509","3","non existed"
113,"Top Boy barbershop","barbershop","https://instagram.com/topboybarbershop","081293892673","3","non existed"
114,"Barber Shop Satria","barbershop","https://instagram.com/barbershopsatria","083857681327","3","non existed"
115,"Imi Barbershop Cabang Duri Kosambi","barbershop","https://instagram.com/imibarbershopcabangdurikosambi","081384852636","3","non existed"
116,"FIYU BARBERSHOP","barbershop","https://instagram.com/fiyubarbershop","085789041981","3","non existed"
117,"Son's Barbershop","barbershop","https://instagram.com/sonsbarbershop","082167898677","3","non existed"
118,"KULMN BARBERSHOP SEMANAN","barbershop","https://instagram.com/kulmnbarbershopsemanan","0895411871843","3","non existed"
119,"TRUTH BARBERSHOP","barbershop","https://instagram.com/truthbarbershop","08988084546","3","non existed"
120,"Barbershop Terdekat","barbershop","https://instagram.com/barbershopterdekat","085707233277","3","non existed"
121,"Barbershop Lamone","barbershop","https://instagram.com/barbershoplamone","082125995993","3","non existed"
122,"Bow Barbershop Jelambar","barbershop","https://instagram.com/bowbarbershopjelambar","081286002298","3","non existed"
123,"Pangkas Rambut Favorit Barbershop","barbershop","https://instagram.com/pangkasrambutfavoritbarbershop","081317660008","3","non existed"
124,"Double R barbershop","barbershop","https://instagram.com/doublerbarbershop","083124868919","3","non existed"
125,"J Cuts Barbershop Jelambar","barbershop","https://instagram.com/jcutsbarbershopjelambar","081770707077","3","non existed"
126,"Maximus Barbershop And Coffee","barbershop","https://instagram.com/maximusbarbershopandcoffee","081617229999","3","non existed"
127,"BLOC BARBER","barbershop","https://instagram.com/blocbarber","08119000208","3","non existed"
128,"Reffel Professional Salon","salon","https://instagram.com/reffelprofessionalsalon","08118988024","3","non existed"
129,"New Jeonju salon","salon","https://instagram.com/newjeonjusalon","082188887810","3","non existed"
130,"eicH Salon Citra Garden 6","salon","https://instagram.com/eichsaloncitragarden6","082277778699","3","non existed"
131,"D'MOZE Salon Taman Palem","salon","https://instagram.com/dmozesalontamanpalem","082310022707","3","non existed"
132,"Mk Japanese Spa Citra 6","salon","https://instagram.com/mkjapanesespacitra6","081266366887","3","non existed"
133,"Apple Love Salon","salon","https://instagram.com/applelovesalon","085283830822","3","non existed"
134,"Jeonju Hair Studio Citra 6","salon","https://instagram.com/jeonjuhairstudiocitra6","082188887810","3","non existed"
135,"Vianney Beauty Salon","salon","https://instagram.com/vianneybeautysalon","082123070501","3","non existed"
136,"VB Hair and Beauty Salon","salon","https://instagram.com/vbhairandbeautysalon","089694008900","3","non existed"
137,"Linda Salon","salon","https://instagram.com/lindasalon","085101660035","3","non existed"
138,"Luxury lash&nail","salon","https://instagram.com/luxurylashnail","081275438899","3","non existed"
139,"Salon Blow Me Taman Surya (Taman Palem)","salon","https://instagram.com/salonblowmetamansuryatamanpalem","087754372977","3","non existed"
140,"Navvi Beauty Studio","salon","https://instagram.com/navvibeautystudio","087847437788","3","non existed"
141,"Angel Salon, Tegal Alur","salon","https://instagram.com/angelsalontegalalur","081290788434","3","non existed"
142,"De Cut's Hair Beauty Salon by Quanto Dayspa","salon","https://instagram.com/decutshairbeautysalonbyquantodayspa","085792268095","3","non existed"
143,"Meteor Salon","salon","https://instagram.com/meteorsalon","081317173200","3","non existed"
144,"Senja Wellness & Beauty Bar","salon","https://instagram.com/senjawellnessbeautybar","085283270488","3","non existed"
145,"MUTIARA SALON","salon","https://instagram.com/mutiarasalon","089678927457","3","non existed"
146,"B Studio Hair & Beauty Salon","salon","https://instagram.com/bstudiohairbeautysalon","08176540811","3","non existed"
147,"ARIEL SALON","salon","https://instagram.com/arielsalon","081319929017","3","non existed"
148,"Longlash studio kalideres","salon","https://instagram.com/longlashstudiokalideres","081373319969","3","non existed"
149,"Maple Leaf Salon + Spa","salon","https://instagram.com/mapleleafsalonspa","08158888983","3","non existed"
150,"E' ve Salon and Nail","salon","https://instagram.com/evesalonandnail","0895414333713","3","non existed"
151,"Lilyang Salon","salon","https://instagram.com/lilyangsalon","081806489175","3","non existed"
152,"Everlashthing Citra 6","salon","https://instagram.com/everlashthingcitra6","085755655683","3","non existed"
153,"Eldora Salon","salon","https://instagram.com/eldorasalon","081316279365","3","non existed"
154,"sibling beauty","salon","https://instagram.com/siblingbeauty","087711999096","3","non existed"
155,"ROSE🌹SALON","salon","https://instagram.com/rosesalon","087744080093","3","non existed"
156,"Metty salon","salon","https://instagram.com/mettysalon","081289267441","3","non existed"
157,"Ko2h Salon","salon","https://instagram.com/ko2hsalon","08568055041","3","non existed"
158,"Lienata Beauty Care","salon","https://instagram.com/lienatabeautycare","081212907777","3","non existed"
159,"Oui Beauty Lounge","salon","https://instagram.com/ouibeautylounge","087888839003","3","non existed"
160,"Shimooka Salon Mutiara Taman Palem","salon","https://instagram.com/shimookasalonmutiaratamanpalem","08111027706","3","non existed"
161,"Regina Hair & Beauty Salon","salon","https://instagram.com/reginahairbeautysalon","08131814668","3","non existed"
162,"Salon San San 2","salon","https://instagram.com/salonsansan2","082210806060","3","non existed"
163,"Iwan Salon ( Giok Andre Team )","salon","https://instagram.com/iwansalongiokandreteam","082122225727","3","non existed"
164,"Mawar Salon","salon","https://instagram.com/mawarsalon","088289094617","3","non existed"
165,"A & S salon and spa","salon","https://instagram.com/assalonandspa","081219557770","3","non existed"
166,"Ocha Salon","salon","https://instagram.com/ochasalon","082271561578","3","non existed"
167,"Tatee Salon & Makeup Gallery","salon","https://instagram.com/tateesalonmakeupgallery","082277281953","3","non existed"
168,"Firza beauty salon","salon","https://instagram.com/firzabeautysalon","085892966548","3","non existed"
169,"Dwiky salon. Hair & beauty","salon","https://instagram.com/dwikysalonhairbeauty","089637071509","3","non existed"
170,"Fafa Salon","salon","https://instagram.com/fafasalon","081386427008","3","non existed"
171,"PINK SALON","salon","https://instagram.com/pinksalon","087883872999","3","non existed"
172,"MY BEAUTE STUDIO & SUPPLIES","salon","https://instagram.com/mybeautestudiosupplies","085174340021","3","non existed"
173,"Marelda Hair and Beauty Salon","salon","https://instagram.com/mareldahairandbeautysalon","083806946790","3","non existed"
174,"Salon San San 1","salon","https://instagram.com/salonsansan1","082299502149","3","non existed"
175,"JJ Salon Cengkareng","salon","https://instagram.com/jjsaloncengkareng","085310054428","3","non existed"
176,"Queen Salon","salon","https://instagram.com/queensalon","087808493988","3","non existed"
177,"D'MOZE Salon Tanjung Duren","salon","https://instagram.com/dmozesalontanjungduren","085101171701","3","non existed"
178,"Makeup Hairdo Raves Salon","salon","https://instagram.com/makeuphairdoravessalon","082123080152","3","non existed"
179,"AGATHA SALON PALEM","salon","https://instagram.com/agathasalonpalem","082229915162","3","non existed"
180,"Yola salon","salon","https://instagram.com/yolasalon","081310558330","3","non existed"
181,"REFFEL Salon - Dutamas","salon","https://instagram.com/reffelsalondutamas","08111688026","3","non existed"
182,"ERNA SALON","salon","https://instagram.com/ernasalon","0895404675773","3","non existed"
183,"Astri Salon","salon","https://instagram.com/astrisalon","081314110902","3","non existed"
184,"Praktek dr. Yustini","klinik","https://instagram.com/praktekdryustini","081280456625","3","non existed"
185,"Dermahouse Aesthetic Clinic","klinik","https://instagram.com/dermahouseaestheticclinic","085281662009","3","non existed"
186,"Jiang Clinic","klinik","https://instagram.com/jiangclinic","08119142277","3","non existed"
187,"Ck Beauty Clinic","klinik","https://instagram.com/ckbeautyclinic","081290002275","3","non existed"
188,"Perawatan Kulit Wajah","klinik","https://instagram.com/perawatankulitwajah","081289864046","3","non existed"
189,"SZAN Clinic - Cengkareng","klinik","https://instagram.com/szancliniccengkareng","087884589722","3","non existed"
190,"KLINIK PERMATA ADINDA PALEM LESTARI","klinik","https://instagram.com/klinikpermataadindapalemlestari","082125925345","3","non existed"
191,"SANNA Aesthetic Clinic","klinik","https://instagram.com/sannaaestheticclinic","087770000871","3","non existed"
192,"Cherish dental care","klinik","https://instagram.com/cherishdentalcare","087887700077","3","non existed"
193,"Kusuma Beauty Clinic Puri Indah","klinik","https://instagram.com/kusumabeautyclinicpuriindah","082298888635","3","non existed"
194,"HAYANI MEDIKA AND AESTHETIC CENTER","klinik","https://instagram.com/hayanimedikaandaestheticcenter","081213888746","3","non existed"
195,"Klinik Kecantikan Dr. Yenny","klinik","https://instagram.com/klinikkecantikandryenny","083838894057","3","non existed"
196,"sibling beauty","klinik","https://instagram.com/siblingbeauty","087711999096","3","non existed"
197,"Catra Skin Clinic","klinik","https://instagram.com/catraskinclinic","081380899961","3","non existed"
198,"MEDIKITA Klinik & Apotek","klinik","https://instagram.com/medikitaklinikapotek","085714334342","3","non existed"
199,"dR. HEN Clinic Jakarta Barat (Kebon Jeruk)","klinik","https://instagram.com/drhenclinicjakartabaratkebonjeruk","081210001561","3","non existed"
200,"Akupuntur Steven Salim","klinik","https://instagram.com/akupunturstevensalim","08161356932","3","non existed"
201,"Ariesta Dental Care Citra Garden 6","klinik","https://instagram.com/ariestadentalcarecitragarden6","082288881223","3","non existed"
202,"Nailash Studio and Academy","klinik","https://instagram.com/nailashstudioandacademy","081295303616","3","non existed"
203,"Vez Aesthetic Clinic","klinik","https://instagram.com/vezaestheticclinic","081283571774","3","non existed"
204,"Angels Beauty","klinik","https://instagram.com/angelsbeauty","08121932884","3","non existed"
205,"Devone Clinic: Aesthetic & Anti Aging Specialist Jakarta Barat","klinik","https://instagram.com/devoneclinicaestheticantiagingspecialistjakartabarat","085888962226","3","non existed"
206,"Dermio","klinik","https://instagram.com/dermio","0817891139","3","non existed"
207,"GLOWTECH Clinic Jakarta Barat","klinik","https://instagram.com/glowtechclinicjakartabarat","081210001561","3","non existed"
208,"London Beauty Centre Green Mansion","klinik","https://instagram.com/londonbeautycentregreenmansion","08886857955","3","non existed"
209,"Klinik Kecantikan Jakarta Barat | YUA MEDICAL AESTHETIC CLINIC","klinik","https://instagram.com/klinikkecantikanjakartabaratyuamedicalaestheticclinic","08563206777","3","non existed"
210,"Klinik Basmol","klinik","https://instagram.com/klinikbasmol","081231145612","3","non existed"
211,"Dermies Mal Ciputra Jakarta","klinik","https://instagram.com/dermiesmalciputrajakarta","08132055728","3","non existed"
212,"Youth Skin by dr. Susilawaty","klinik","https://instagram.com/youthskinbydrsusilawaty","081574261779","3","non existed"
213,"LVIORS LiA","klinik","https://instagram.com/lviorslia","082298876006","3","non existed"
214,"Bengkel mobil BARI (bodi repairs & paint)","bengkel","https://instagram.com/bengkelmobilbaribodirepairspaint","081283006666","3","non existed"
215,"Montir Mobil Panggilan 24 Jam","bengkel","https://instagram.com/montirmobilpanggilan24jam","085772632492","3","non existed"
216,"Bengkel Monza Auto Service","bengkel","https://instagram.com/bengkelmonzaautoservice","081907051407","3","non existed"
217,"Edira Jaya","bengkel","https://instagram.com/edirajaya","081381223304","3","non existed"
218,"Bengkel panggilan 24 jam jakarta","bengkel","https://instagram.com/bengkelpanggilan24jamjakarta","083899354334","3","non existed"
219,"Bengkel mobil panggilan jaya teknik mobil tegal alur ,jakarta barat","bengkel","https://instagram.com/bengkelmobilpanggilanjayateknikmobiltegalalurjakartabarat","0881011593833","3","non existed"
220,"Bengkel Mobil Bintang Jaya","bengkel","https://instagram.com/bengkelmobilbintangjaya","089654782444","3","non existed"
221,"Bengkel Mobil Berkah Jaya Bodi Repair","bengkel","https://instagram.com/bengkelmobilberkahjayabodirepair","081290163443","3","non existed"
222,"Bengkel Permata Motor","bengkel","https://instagram.com/bengkelpermatamotor","081286692468","3","non existed"
223,"Bengkel Mobil Joyo Langgeng","bengkel","https://instagram.com/bengkelmobiljoyolanggeng","081218283039","3","non existed"
224,"AD Autocare | Bengkel mobil","bengkel","https://instagram.com/adautocarebengkelmobil","082213897854","3","non existed"
225,"Player Velg N Ban Jakarta Barat","bengkel","https://instagram.com/playervelgnbanjakartabarat","081181140792","3","non existed"
226,"AB JAYA BATTERY","bengkel","https://instagram.com/abjayabattery","081288121190","3","non existed"
227,"Glory Jaya Motor - Bengkel Sepeda Motor","bengkel","https://instagram.com/gloryjayamotorbengkelsepedamotor","083199344799","3","non existed"
228,"Bengkel mobil MasRidwan","bengkel","https://instagram.com/bengkelmobilmasridwan","081284717389","3","non existed"
229,"Bengkel Mobil Nissan Datsun Cak Min","bengkel","https://instagram.com/bengkelmobilnissandatsuncakmin","08989115411","3","non existed"
230,"Abadi Jaya Motor (Bengkel Aris)","bengkel","https://instagram.com/abadijayamotorbengkelaris","081387917116","3","non existed"
231,"MAX AUTOCAR - Paint & Body Repair (Bengkel Mobil)","bengkel","https://instagram.com/maxautocarpaintbodyrepairbengkelmobil","08129596998","3","non existed"
232,"Motoquick - Taman Surya, Jakarta Barat","bengkel","https://instagram.com/motoquicktamansuryajakartabarat","082226662052","3","non existed"
233,"GROGOL MOTOR NIAGA ( Bengkel Mobil & Spare Part)","bengkel","https://instagram.com/grogolmotorniagabengkelmobilsparepart","081384138053","3","non existed"
234,"Lesti motor","bengkel","https://instagram.com/lestimotor","083899066272","3","non existed"
235,"BRIZMO Bengkel Mobil Injeksi Umum dan Nissan Datsun","bengkel","https://instagram.com/brizmobengkelmobilinjeksiumumdannissandatsun","081807397240","3","non existed"
236,"DIXZELL JAYA MOTOR","bengkel","https://instagram.com/dixzelljayamotor","0811172659","3","non existed"
237,"Bengkel mobil panggilan semanan, cipondoh, karang tengah, cengkareng","bengkel","https://instagram.com/bengkelmobilpanggilansemanancipondohkarangtengahcengkareng","083861326302","3","non existed"
238,"Bengkel Mobil Rawa Kramat","bengkel","https://instagram.com/bengkelmobilrawakramat","085884911195","3","non existed"
239,"Bengkel CB RRM SPEED","bengkel","https://instagram.com/bengkelcbrrmspeed","085888520003","3","non existed"
240,"GROGOL MOTOR PESAKIH ( Bengkel Mobil & Sparepart )","bengkel","https://instagram.com/grogolmotorpesakihbengkelmobilsparepart","087880007421","3","non existed"
241,"Yus garage","bengkel","https://instagram.com/yusgarage","0818119392","3","non existed"
242,"CBU Motoshop","bengkel","https://instagram.com/cbumotoshop","085693487645","3","non existed"
243,"Resking garage","bengkel","https://instagram.com/reskinggarage","085158299844","3","non existed"
244,"Bengkel mobil sapta motor","bengkel","https://instagram.com/bengkelmobilsaptamotor","089601063455","3","non existed"
245,"YUDI JAYA AUTO","bengkel","https://instagram.com/yudijayaauto","081296183144","3","non existed"
246,"Bengkel Mobil BOS Kavling DKI","bengkel","https://instagram.com/bengkelmobilboskavlingdki","085213015895","3","non existed"
247,"Kolay montir panggilan","bengkel","https://instagram.com/kolaymontirpanggilan","081311304953","3","non existed"
248,"BENGKEL MOBIL ALIEN","bengkel","https://instagram.com/bengkelmobilalien","082210262768","3","non existed"
249,"Jaya Mega Audio","bengkel","https://instagram.com/jayamegaaudio","081384846435","3","non existed"
250,"Bengkel Mobil Bang Ahmad","bengkel","https://instagram.com/bengkelmobilbangahmad","081380529420","3","non existed"
251,"Bengkel knalpot kms","bengkel","https://instagram.com/bengkelknalpotkms","081310896116","3","non existed"
252,"Montir Panggilan","bengkel","https://instagram.com/montirpanggilan","081315763747","3","non existed"
253,"Bengkel honda kencana abadi motor 1","bengkel","https://instagram.com/bengkelhondakencanaabadimotor1","081510183007","3","non existed"
254,"BENGKEL MOTOR SERIKAT","bengkel","https://instagram.com/bengkelmotorserikat","081288899738","3","non existed"
255,"GROGOL MOTOR AUTOMATIC (Bengkel Mobil Porsnelling Automatic)","bengkel","https://instagram.com/grogolmotorautomaticbengkelmobilporsnellingautomatic","081318389415","3","non existed"
256,"Bengkel Mobil Dan's auto Garage","bengkel","https://instagram.com/bengkelmobildansautogarage","081387121123","3","non existed"
257,"Bengkel Mobil Cahaya Motor","bengkel","https://instagram.com/bengkelmobilcahayamotor","081210482468","3","non existed"
258,"Bengkel Mobil Online Jakarta Barat","bengkel","https://instagram.com/bengkelmobilonlinejakartabarat","089670870822","3","non existed"
259,"Kosambi Jaya Mobil","bengkel","https://instagram.com/kosambijayamobil","087884074968","3","non existed"
260,"Bengkel Mobil PRATAMA MANDIRI (body repair,cat,modifikasi&aksesoris)","bengkel","https://instagram.com/bengkelmobilpratamamandiribodyrepaircatmodifikasiaksesoris","081319880311","3","non existed"
261,"Bengkel Mobil MAS'UD JAYA (las ketok & cat duco)","bengkel","https://instagram.com/bengkelmobilmasudjayalasketokcatduco","081310526123","3","non existed"
